Signatur;Titel;Form und Inhalt;Entstehungszeitraum;Bemerkungen zur Datierung;Bemerkungen zum Umfang;Sprachen;ID
B-I-HERZ-232;Thomas Mann an Ida Herz;"Brief, Original, aus K�snacht, handschriftlich.
Briefumschlag";21.05.1937;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;116931
B-I-HERZ-233;Thomas Mann an Ida Herz;"Briefkarte, Original, aus K�snacht, handschriftlich.
Briefumschlag";08.06.1937;Daten fehlen;1 Karte/2 S. + 1 Briefumschlag;Deutsch;99185
B-I-HERZ-234;Thomas Mann an Ida Herz;Ansichtskarte, Original, aus Bad Ragaz, handschriftlich;22.06.1937;Daten fehlen;1 Karte/2 S.;Deutsch;141709
B-I-HERZ-235;Thomas Mann an Ida Herz;Postkarte, Original, aus K�snacht, handschriftlich;20.07.1937;Daten fehlen;1 Karte/2 S.;Deutsch;65964
B-I-HERZ-236;Thomas Mann an Ida Herz;"Brief, Original, aus K�snacht, handschriftlich.
Briefumschlag";01.08.1937;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;85465
B-I-HERZ-237;Thomas Mann an Ida Herz;Postkarte, Original, aus K�snacht, handschriftlich;10.08.1937;Daten fehlen;1 Karte/2 S.;Deutsch;58308
B-I-HERZ-238;Thomas Mann an Ida Herz;Ansichtskarte, Original, aus Locarno, handschriftlich;21.09.1937;Daten fehlen;1 Karte/2 S.;Deutsch;106089
B-I-HERZ-239;Thomas Mann an Ida Herz;"Brief, Original, aus K�snacht, maschinenschriftlich.
Zus�tzlich vermerkt: handschriftlicher Nachtrag.
Briefumschlag";09.10.1937;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;57798
B-I-HERZ-240;Thomas Mann an Ida Herz;Postkarte, Original, aus K�snacht, handschriftlich;08.11.1937;Daten fehlen;1 Karte/2 S.;Deutsch;38081
B-I-HERZ-241;Thomas Mann an Ida Herz;"Brief, Original, aus K�snacht, handschriftlich.
Briefumschlag";19.11.1937;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;99195
B-I-HERZ-242;Thomas Mann an Ida Herz;"Brief, Original, aus K�snacht, handschriftlich.
Briefumschlag";08.12.1937;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;113251
B-I-HERZ-243;Thomas Mann an Ida Herz;"Brief, Original, aus K�snacht, handschriftlich.
Briefumschlag";27.12.1937;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;102588
B-I-HERZ-244;Thomas Mann an Ida Herz;Ansichtskarte, Original, aus Arosa, handschriftlich;16.01.1938;Daten fehlen;1 Karte/2 S.;Deutsch;100574
B-I-HERZ-245;Thomas Mann an Ida Herz;"Brief, Original, aus Arosa, maschinenschriftlich.
Briefumschlag";26.01.1938;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;124569
B-I-HERZ-246;Thomas Mann an Ida Herz;"Brief, Original, aus K�snacht, handschriftlich.
Briefumschlag";02.02.1938;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;88425
B-I-HERZ-247;Thomas Mann an Ida Herz;"Brief, Original, aus Jamestown, Rhode Island, handschriftlich.
Briefumschlag";09.06.1938;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;124673
B-I-HERZ-248;Thomas Mann an Ida Herz;"Brief, Original, aus Jamestown, Rhode Island, handschriftlich.
Briefumschlag";11.06.1938;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;48629
B-I-HERZ-249;Thomas Mann an Ida Herz;Postkarte, Original, aus K�snacht, handschriftlich;13.07.1938;Daten fehlen;1 Karte/2 S.;Deutsch;46232
B-I-HERZ-250;Thomas Mann an Ida Herz;"Brief, Original, aus K�snacht, handschriftlich.
Briefumschlag";29.07.1938;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;101405
B-I-HERZ-251;Thomas Mann an Ida Herz;"Brief, Original, aus Sils Baselgia, handschriftlich.
Briefumschlag";20.08.1938;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;29976
B-I-HERZ-252;Thomas Mann an Ida Herz;"Brief, Original, aus Princeton N. J., handschriftlich.
Briefumschlag";25.10.1938;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;47429
B-I-HERZ-253;Thomas Mann an Ida Herz;"Brief, Original, aus Princeton N. J., maschinenschriftlich.
Briefumschlag";08.12.1938;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;81242
B-I-HERZ-254;Thomas Mann an Ida Herz;Brief, Original, aus Princeton N. J., handschriftlich;19.02.1939;Daten fehlen;2 Bl./3 S.;Deutsch;67883
B-I-HERZ-255;Thomas Mann an Ida Herz;"Brief, Original, aus Noordwijk aan Zee, maschinenschriftlich.
Briefumschlag";16.06.1939;Daten fehlen;2 Bl./3 S. + 1 Briefumschlag;Deutsch;94159
B-I-HERZ-256;Thomas Mann an Ida Herz;Postkarte, Original, aus Noordwijk aan Zee, handschriftlich;21.06.1939;Daten fehlen;1 Karte/2 S.;Deutsch;127155
B-I-HERZ-257;Thomas Mann an Ida Herz;"Brief, Original, aus Noordwijk aan Zee, handschriftlich.
Briefumschlag";21.07.1939;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;38583
B-I-HERZ-258;Thomas Mann an Ida Herz;"Brief, Original, aus Princeton, maschinenschriftlich. 
Zus�tzlich vermerkt: irrt�mlich datiert: 18.10.1939, dar�ber wurde der Monat mit Bleistift zu November korrigiert.
Beilage: Durchschlag zu einem Empfehlungsschreiben f�r Ida Herz (englisch) vom 17.11.1939, maschinenschriftlich";18.11.1939;irrt�mlich datiert: 18.10.1939;1 Bl./2 S. + 1 Bl./1 S.;Deutsch;62118
B-I-HERZ-259;Thomas Mann an Ida Herz;"Brief, Original, aus San Antonio, handschriftlich.
Briefumschlag";22.02.1940;Daten fehlen;1 Bl./4 S. + 1 Briefumschlag;Deutsch;69902
B-I-HERZ-260;Thomas Mann an Ida Herz;Brief, Original, aus Princeton, handschriftlich;14.06.1940;Daten fehlen;1 Bl./2 S.;Deutsch;67892
B-I-HERZ-261;Thomas Mann an Ida Herz;Brief, Original, aus Los Angeles - Brentwood, handschriftlich;04.10.1940;Daten fehlen;1 Bl./2 S.;Deutsch;114328
B-I-HERZ-262;Thomas Mann an Ida Herz;Brief, Original, aus Princeton, handschriftlich;28.01.1941;Daten fehlen;1 Bl./2 S.;Deutsch;123472
B-I-HERZ-263;Thomas Mann an Ida Herz;Brief, Original, aus Princeton, handschriftlich;22.02.1941;Daten fehlen;1 Bl./2 S.;Deutsch;30855
B-I-HERZ-264;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";22.07.1941;Daten fehlen;2 Bl./6 S. + 1 Briefumschlag;Deutsch;87485
B-I-HERZ-265;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, maschinenschriftlich.
Briefumschlag";23.09.1941;Daten fehlen;2 Bl./3 S. + 1 Briefumschlag;Deutsch;26739
B-I-HERZ-266.1;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, maschinenschriftlich.
Briefumschlag";10.01.1942;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;52569
B-I-HERZ-266.2;Thomas Mann an Ida Herz;Durchschlag zum Brief vom 10.01.1942 aus Pacific Palisades, maschinenschriftlich;10.01.1942;Daten fehlen;1 Bl./2 S.;Deutsch;33128
B-I-HERZ-267;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";01.02.1942;Daten fehlen;1 Bl./4 S. + 1 Briefumschlag;Deutsch;131264
B-I-HERZ-268;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";05.06.1942;Daten fehlen;1 Bl./4 S. + 1 Briefumschlag;Deutsch;57637
B-I-HERZ-269;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";26.12.1942;Daten fehlen;1 Bl./4 S. + 1 Briefumschlag;Deutsch;137692
B-I-HERZ-270;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";09.05.1943;Daten fehlen;2 Bl./5 S. + 1 Briefumschlag;Deutsch;85685
B-I-HERZ-271.1;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, maschinenschriftlich.
Briefumschlag";18.12.1943;Daten fehlen;2 Bl./2 S. + 1 Briefumschlag;Deutsch;128594
B-I-HERZ-271.2;Thomas Mann an Ida Herz;Durchschlag zum Brief vom 18.12.1943 aus Pacific Palisades, maschinenschriftlich;18.12.1943;Daten fehlen;2 Bl./2 S.;Deutsch;115271
B-I-HERZ-272;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";30.06.1944;Daten fehlen;1 Bl./4 S. + 1 Briefumschlag;Deutsch;26692
B-I-HERZ-273;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";28.08.1944;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;83025
B-I-HERZ-274;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";03.12.1944;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;70134
B-I-HERZ-275;Thomas Mann an Ida Herz;Brief, Original, aus Pacific Palisades, handschriftlich;26.12.1944;Daten fehlen;1 Bl./2 S.;Deutsch;51953
B-I-HERZ-276;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";24.08.1945;Daten fehlen;1 Bl./4 S. + 1 Briefumschlag;Deutsch;114786
B-I-HERZ-277;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";01.01.1946;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;136895
B-I-HERZ-278;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, maschinenschriftlich.
Briefumschlag";10.02.1946;Daten fehlen;2 Bl./3 S. + 1 Briefumschlag;Deutsch;131033
B-I-HERZ-279;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";14.06.1946;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;124228
B-I-HERZ-280;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";02.09.1946;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;67812
B-I-HERZ-281;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";15.12.1946;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;121612
B-I-HERZ-282;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";17.03.1947;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;81535
B-I-HERZ-283;Thomas Mann an Ida Herz;"Telegramm, Original, mit Poststempel vom 01.04.1947, aus Pacific Palisades, maschinenschriftlich. 
Zus�tzlich vermerkt: der Text ist auf zwei Telegramme verteilt";01.04.1947;ohne Datum, Poststempel vom 01.04.1947;1 Bl./1 S. + 1 Bl./1 S.;Englisch;89240
B-I-HERZ-284;Thomas Mann an Ida Herz;Ansichtskarte ohne handschriftliche Ortsangabe, mit Motiv und Poststempel aus Z�rich, datiert vom 25.05. ohne Jahreszahl (Poststempel vom 25.05.1947 und 27.05.1947), handschriftlich;25.05.1947;Daten fehlen;1 Karte/2 S.;Deutsch;78547
B-I-HERZ-285;Thomas Mann an Ida Herz;"Brief, Original, aus Flims, handschriftlich.
Briefumschlag";27.06.1947;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;80963
B-I-HERZ-286;Thomas Mann an Ida Herz;Brief, Original, aus Z�rich, handschriftlich;09.08.1947;Daten fehlen;1 Bl./1 S.;Deutsch;128710
B-I-HERZ-287;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";15.09.1947;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;65638
B-I-HERZ-288;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";26.10.1947;Daten fehlen;2 Bl./4 S. + 1 Briefumschlag;Deutsch;89660
B-I-HERZ-289;Thomas Mann an Ida Herz;Brief, Original, aus Pacific Palisades, maschinenschriftlich;24.11.1947;Daten fehlen;1 Bl./2 S.;Deutsch;138498
B-I-HERZ-290;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";11.12.1947;Daten fehlen;2 Bl./4 S. + 1 Briefumschlag;Deutsch;98642
B-I-HERZ-291;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, maschinenschriftlich.
Zus�tzlich vermerkt: handschriftlicher Nachtrag.
Briefumschlag";16.01.1948;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;49086
B-I-HERZ-292;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";23.03.1948;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;115164
B-I-HERZ-293;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, maschinenschriftlich. Irrt�mlich datiert: 30.06.1948, Monat mit Bleistift durchgestrichen und korrigiert.
Briefumschlag";30.05.1948;irrt�mlich datiert: 30.06.1948;2 Bl./4 S. + 1 Briefumschlag;Deutsch;106663
B-I-HERZ-294;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";07.08.1948;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;29565
B-I-HERZ-295;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";17.09.1948;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;108790
B-I-HERZ-296;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";04.01.1949;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;62562
B-I-HERZ-297;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, maschinenschriftlich.
Briefumschlag";16.03.1949;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;39908
B-I-HERZ-298;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";21.04.1949;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;41634
B-I-HERZ-299;Thomas Mann an Ida Herz;"Briefkarte, Original, aus Z�rich, Baur au Lac, handschriftlich.
Briefumschlag";14.06.1949;Daten fehlen;1 Karte/2 S. + 1 Briefumschlag;Deutsch;114617
B-I-HERZ-300;Thomas Mann an Ida Herz;Ansichtskarte, Original, aus Vulpera-Tarasp, handschriftlich;29.06.1949;Daten fehlen;1 Karte/2 S.;Deutsch;45981
B-I-HERZ-301;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";21.09.1949;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;77213
B-I-HERZ-302;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";01.12.1949;Daten fehlen;2 Bl./3 S. + 1 Briefumschlag;Deutsch;86921
B-I-HERZ-303;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";25.12.1949;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;101711
B-I-HERZ-304;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";11.03.1950;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;64203
B-I-HERZ-305;Thomas Mann an Ida Herz;Telegramm, Original, aus Chicago, ohne Datum, mit Poststempel vom 23.04.1950, maschinenschriftlich;23.04.1950;ohne Datum, Poststempel vom 23.04.1950;1 Bl./1 S.;Deutsch;36759
B-I-HERZ-306;Thomas Mann an Ida Herz;"Dankeskarte, Original, aus Z�rich, gedruckt.
Zus�tzlich vermerkt: kurze handschriftliche Erg�nzung.
Briefumschlag";08.06.1950;Daten fehlen;1 Karte/1 S. + 1 Briefumschlag;Deutsch;74124
B-I-HERZ-307;Thomas Mann an Ida Herz;"Brief, Original, aus Z�rich, handschriftlich.
Briefumschlag";20.06.1950;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;31792
B-I-HERZ-308;Thomas Mann an Ida Herz;"Brief, Original, aus Z�rich, handschriftlich.
Briefumschlag";04.07.1950;Daten fehlen;1 Bl./3 S. + 1 Briefumschlag;Deutsch;127533
B-I-HERZ-309;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";24.10.1950;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;75322
B-I-HERZ-310;Thomas und Katia Mann an Ida Herz;"Weihnachtskarte, Original, gedruckt, mit handschriftlichen Erg�nzungen und Unterschrift.
Briefumschlag mit Poststempel vom 18.12.1950 aus Santa Monica";18.12.1950;gem�ss Poststempel;1 Karte/1 S. + 1 Briefumschlag;Deutsch;74351
B-I-HERZ-311;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Beilage: Kleiner Prospekt mit den Werken Thomas Manns.
Briefumschlag";08.01.1951;Daten fehlen;2 Bl./4 S. + 4 Bl./8 S. + 1 Briefumschlag;Deutsch;69947
B-I-HERZ-312;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";07.04.1951;Daten fehlen;2 Bl./4 S. + 1 Briefumschlag;Deutsch;75552
B-I-HERZ-313;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";19.06.1951;Daten fehlen;2 Bl./3 S. + 1 Briefumschlag;Deutsch;102981
B-I-HERZ-314;Thomas Mann an Ida Herz;Ansichtskarte, Original, aus Z�rich, handschriftlich;26.07.1951;Daten fehlen;1 Karte/2 S.;Deutsch;123924
B-I-HERZ-315;Thomas Mann an Ida Herz;"Brief, Original, aus Lugano, Villa Castagnola, handschriftlich.
Briefumschlag";10.09.1951;Daten fehlen;5 Bl./9 S. + 1 Briefumschlag/2 S.;Deutsch;71954
B-I-HERZ-316;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";10.10.1951;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;50240
B-I-HERZ-317;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";26.11.1951;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;35580
B-I-HERZ-318;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";01.12.1951;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;84014
B-I-HERZ-319;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, handschriftlich.
Briefumschlag";22.12.1951;Daten fehlen;2 Bl./4 S. + 1 Briefumschlag;Deutsch;138603
B-I-HERZ-320;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, maschinenschriftlich.
Briefumschlag";15.03.1952;Daten fehlen;2 Bl./3 S. + 1 Briefumschlag;Deutsch;102444
B-I-HERZ-321;Thomas Mann an Ida Herz;"Brief, Original, aus Pacific Palisades, maschinenschriftlich.
Briefumschlag";05.06.1952;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;60895
B-I-HERZ-322;Thomas Mann an Ida Herz;Ansichtskarte, Original, aus Kandersteg, Berner Oberland, handschriftlich;12.07.1952;Daten fehlen;1 Karte/2 S.;Deutsch;134314
B-I-HERZ-323;Thomas Mann an Ida Herz;"Brief auf der R�ckseite von zwei Fotografien, Original, aus St. Wolfgang, handschriftlich.
Briefumschlag";18.08.1952;Daten fehlen;1 Fotoabzug/2 S. + 1 Fotoabzug/2 S. + 1 Briefumschlag;Deutsch;136513
B-I-HERZ-324;Thomas Mann an Ida Herz, Briefumschlag;"Briefumschlag, Original, aus Bad Gastein, adressiert an Ida Herz.
Zus�tzlich vermerkt, oben links: ""Drucksachen / Printed Matter""";08.09.1952;gem�ss Poststempel;1 Briefumschlag;Deutsch;134730
B-I-HERZ-325;Thomas Mann an Ida Herz;"Brief, Original, aus Z�rich, Waldhaus Dolder, maschinenschriftlich.
Briefumschlag";02.10.1952;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;86442
B-I-HERZ-326;Thomas Mann an Ida Herz;"Brief, Original, aus Erlenbach, handschriftlich.
Briefumschlag";16.01.1953;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag;Deutsch;95537
B-I-HERZ-327;Thomas Mann an Ida Herz;Brief, Original, aus Erlenbach, handschriftlich;06.09.1953;Daten fehlen;3 Bl./5 S.;Deutsch;47897
B-I-HERZ-328;Thomas Mann an Ida Herz;Ansichtskarte, Original, aus Taormina, handschriftlich;18.02.1954;Daten fehlen;1 Karte/2 S.;Deutsch;54940
B-I-HERZ-329;Thomas Mann an Ida Herz;Brief, Original, aus Erlenbach, handschriftlich;21.03.1954;Daten fehlen;2 Bl./3 S.;Deutsch;118623
B-I-HERZ-330;Thomas Mann an Ida Herz;Ansichtskarte, Original, aus Sils-Maria, handschriftlich;10.08.1954;Daten fehlen;1 Karte/2 S.;Deutsch;83696
B-I-HERZ-331;Thomas Mann an Ida Herz;"Brief, Original, aus Kilchberg, handschriftlich.
Briefumschlag";15.10.1954;Daten fehlen;1 Bl./4 S. + 1 Briefumschlag;Deutsch;92234
B-I-HERZ-332;Thomas Mann an Ida Herz;"Brief, Original, aus Kilchberg, handschriftlich.
Briefumschlag.
Zus�tzliche Beilage, nachtr�glich: Durchschlag mit kurzer Zusammenfassung zum Brief";19.12.1954;Daten fehlen;1 Bl./2 S. + 1 Briefumschlag + Beilage;Deutsch;116130
B-I-HERZ-333;Thomas Mann an Ida Herz;"Telegramm, Original, aus Kilchberg, gedruckt.
Briefumschlag";24.12.1954;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;32846
B-I-HERZ-334;Thomas Mann an Ida Herz;"Brief, Original, aus Kilchberg, maschinenschriftlich. 
Zus�tzlich vermerkt: mit handschriftlichen Korrekturen. Brief irrt�mlich datiert: 30.06.1955, dar�ber Monat mit Bleistift korrigiert (von anderer Hand)";30.05.1955;irrt�mlich datiert: 30.06.1955;1 Bl./2 S.;Deutsch;126790
B-I-HERZ-335;Thomas Mann an Ida Herz;Dankeskarte, Original, aus Kilchberg, gedruckt;07.06.1955;Daten fehlen;2 Karten/2 S.;Deutsch;24700
B-I-HERZ-336;Thomas Mann an Ida Herz;"Brief, Original, aus Kilchberg, handschriftlich.
Briefumschlag";12.06.1955;Daten fehlen;1 Bl./1 S. + 1 Briefumschlag;Deutsch;131343
B-I-HERZJ-1;Thomas Mann an John H. Herz;Negativkopie des Briefes vom 15.04.1949 aus Pacific Palisades;15.04.1949;Daten fehlen;2 Bl./ 2 S.;Deutsch;127258
B-I-HERZL-1;Thomas Mann an Lisa Herz;Durchschlag zum Brief vom 12.07.1945, ohne Ort, aus Pacific Palisades gem�ss Regest, maschinenschriftlich;12.07.1945;Daten fehlen;1 Bl./1 S.;Englisch;33422
B-I-HERZR-1;Thomas Mann an Bruno Herzer;Kopie des Briefes vom 07.06.1955 aus Kilchberg, handschriftlich;07.06.1955;Daten fehlen;1 Bl./1 S.;Deutsch;52272
B-I-HERZW-1;Thomas Mann an Wieland Herzfelde;Kopie des Briefes vom 09.04.1936 aus K�snacht, maschinenschriftlich;09.04.1936;Daten fehlen;2 Bl./2 S.;Deutsch;71605
B-I-HERZW-2;Thomas Mann an Wieland Herzfelde;Durchschlag zum Brief vom 24.08.1942, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;24.08.1942;Daten fehlen;1 Bl./1 S.;Deutsch;104284
B-I-HERZW-3;Thomas Mann an Wieland Herzfelde;Durchschlag zum Brief vom 20.05.1944, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;20.05.1944;Daten fehlen;1 Bl./1 S.;Deutsch;128651
B-I-HERZW-4;Thomas Mann an Wieland Herzfelde;Durchschlag zum Brief vom 06.12.1946 aus Pacific Palisades, maschinenschriftlich;06.12.1946;Daten fehlen;2 Bl./2 S.;Deutsch;121307
B-I-HERZW-5;Thomas Mann an Wieland Herzfelde;"Kopie des Briefes vom 24.02.1950 aus Pacific Palisades, handschriftlich.
Kopie des Briefumschlags";24.02.1950;Daten fehlen;4 Bl./4 S.;Deutsch;66553
B-I-HERZWI-1;Thomas Mann an Wilhelm Herzog;Kopie des Briefes vom 08.12.1911 aus M�nchen, handschriftlich;08.12.1911;Daten fehlen;2 Bl./2 S.;Deutsch;31704
B-I-HERZWI-2;Thomas Mann an Wilhelm Herzog;Kopie des Briefes vom 7.12.1932 aus M�nchen, maschinenschriftlich;07.12.1932;Daten fehlen;2 Bl./2 S.;Deutsch;86905
B-I-HERZWI-3;Thomas Mann an Wilhelm Herzog;Kopie des Briefes vom 15.12.1932 aus M�nchen, maschinenschriftlich;15.12.1932;Daten fehlen;1 Bl./1 S.;Deutsch;68272
B-I-HERZWI-4;Thomas Mann an Wilhelm Herzog;Kopie des Telegramms vom 10.01.1934 aus Paris, maschinenschriftlich;10.01.1934;Daten fehlen;1 Bl./1 S.;Deutsch;117980
B-I-HERZWI-5;Thomas Mann an Wilhelm Herzog;Kopie des Briefes vom 26.02.1940 aus Texas, handschriftlich;26.02.1940;Daten fehlen;2 Bl./2 S.;Deutsch;30990
B-I-HERZWI-6;Thomas Mann an Wilhelm Herzog;Kopie des Telegramms vom 16.10.1940 aus Princeton, N.J., handschriftlich;16.10.1940;Daten fehlen;1 Bl./1 S.;Franz�sisch;95428
B-I-HERZWI-7;Thomas Mann an Wilhelm Herzog;Durchschlag zum Brief des 06.08.1941, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;06.08.1941;Daten fehlen;1 Bl./1 S.;Deutsch;49305
B-I-HERZWI-8;Thomas Mann an Wilhelm Herzog;Durchschlag zum Brief vom 13.10.1941, ohne Ort, gem�ss Regest aus Pacific Palisades, maschinenschriftlich;13.10.1941;Daten fehlen;1 Bl./2 S.;Deutsch;95603
B-I-HERZWI-9;Thomas Mann an Wilhelm Herzog;Durchschlag zu, Brief vom 24.06.1942, ohne Ort, gem�ss Regest aus Pacific Palisades;24.06.1942;Daten fehlen;1 Bl./1 S.;Deutsch;98932
